,Locality,Restaurant_Type,Ratings_out_of_5,Number of votes,Cuisines,Cost,payment_modes,5_star_review_percentage
3587,41,75,2.9,38,1735,700.0,1,41
3588,31,69,3.6,173,1367,500.0,5,44
3589,6,69,3.4,64,176,250.0,5,52
3590,51,23,2.9,21,1581,600.0,1,14
3591,94,23,3.4,20,619,650.0,6,90
3592,32,69,3.3,43,2106,650.0,6,34
3593,72,23,3.3,9,1326,350.0,6,78
3594,90,23,3.4,166,1736,600.0,1,24
3595,57,23,2.3,189,1581,600.0,5,11
3596,4,69,3.2,11,1777,250.0,1,46
3597,62,43,3.8,120,2024,900.0,1,38
3598,57,69,3.9,100,1365,400.0,6,35
3599,82,23,3.8,122,1951,600.0,1,34
3600,79,23,3.4,47,1326,450.0,1,13
3601,68,23,3.5,106,1783,1200.0,1,40
3602,86,69,3.1,50,2414,500.0,3,30
3603,13,23,3.5,41,2131,500.0,1,47
3604,32,5,2.8,15,1581,1700.0,1,7
3605,7,23,3.0,8,1581,400.0,5,37
3606,97,69,3.5,28,1979,500.0,1,36
3607,0,23,3.7,99,2058,1500.0,1,48
3608,58,19,4.1,191,373,1200.0,1,55
3609,45,23,3.5,54,1771,1000.0,1,66
3610,90,14,3.7,29,104,900.0,1,52
3611,4,7,3.7,517,1638,1500.0,1,21
3612,75,69,3.9,99,1047,150.0,5,37
3613,31,23,3.5,84,2114,550.0,1,34
3614,45,23,3.7,162,625,900.0,6,34
3615,4,23,3.3,116,1954,750.0,1,42
3616,7,69,0.0,0,1517,300.0,3,0
3617,51,23,3.8,80,1824,1500.0,1,26
3618,2,23,3.4,30,554,1000.0,1,57
3619,6,23,3.9,204,1220,1700.0,1,40
3620,17,43,3.6,86,1338,500.0,1,35
3621,93,69,3.3,14,1326,350.0,3,79
3622,22,34,0.0,0,1902,0.0,3,0
3623,90,80,3.8,24,4,0.0,5,100
3624,94,69,0.0,0,1517,350.0,5,0
3625,28,5,3.5,112,873,2000.0,1,46
3626,31,69,2.9,29,309,500.0,9,21
3627,37,69,3.5,34,479,300.0,1,44
3628,41,69,3.5,53,2351,300.0,5,79
3629,58,0,4.0,263,93,400.0,3,60
3630,2,69,3.9,374,1300,300.0,5,34
3631,42,69,2.9,297,1316,400.0,3,35
3632,72,23,3.8,59,1767,600.0,1,38
3633,66,69,0.0,0,1156,300.0,6,0
3634,31,69,3.0,6,2198,400.0,6,50
3635,36,23,3.1,4,1974,600.0,3,100
3636,91,69,3.1,4,874,300.0,6,100
3637,81,34,0.0,0,865,0.0,5,0
3638,61,69,0.0,0,1517,250.0,5,0
3639,93,12,0.0,0,193,150.0,3,0
3640,68,69,0.0,0,2449,200.0,6,0
3641,93,69,0.0,0,2234,200.0,6,0
3642,5,69,3.8,93,2526,300.0,3,48
3643,61,69,3.0,5,1863,200.0,3,40
3644,84,80,3.4,8,1517,0.0,5,100
3645,45,69,3.4,9,2297,400.0,6,67
3646,46,34,3.3,10,1139,0.0,5,100
3647,5,69,3.2,19,1120,500.0,1,68
3648,94,69,3.7,34,2291,400.0,6,94
3649,31,69,0.0,0,1763,200.0,6,0
3650,4,69,0.0,0,2463,150.0,3,0
3651,95,3,3.3,6,95,400.0,5,17
3652,84,69,0.0,0,2198,300.0,5,0
3653,6,69,3.1,4,590,450.0,3,100
3654,32,69,3.2,4,1326,300.0,1,50
3655,31,14,3.5,17,338,300.0,6,88
3656,91,23,3.7,140,1581,500.0,6,79
3657,94,80,3.0,8,479,0.0,5,62
3658,93,69,3.2,26,664,300.0,3,58
3659,5,69,0.0,0,1038,300.0,5,0
3660,68,23,3.5,32,1581,600.0,6,70
3661,18,69,3.0,4,865,300.0,6,75
3662,73,69,3.5,17,2520,250.0,6,47
3663,73,23,3.9,62,1412,600.0,6,73
3664,80,80,3.2,16,865,0.0,3,62
3665,53,23,3.9,412,1581,800.0,1,54
3666,91,79,3.6,29,2463,0.0,5,62
3667,6,69,0.0,0,1389,300.0,5,0
3668,35,69,3.5,30,2463,150.0,5,40
3669,94,35,3.5,19,814,150.0,1,41
3670,91,23,3.4,73,1718,650.0,6,27
3671,5,24,3.6,34,1581,900.0,1,53
3672,8,23,3.2,8,1581,500.0,1,49
3673,58,23,2.7,58,917,550.0,6,29
3674,84,69,3.1,7,479,250.0,5,71
3675,62,23,3.3,16,1719,850.0,6,38
3676,62,43,3.6,131,1581,500.0,1,31
3677,36,69,3.7,89,958,300.0,5,41
3678,31,69,3.7,126,1517,400.0,3,52
3679,31,23,3.4,104,636,600.0,7,43
3680,5,69,3.3,43,1326,300.0,1,16
3681,90,14,3.8,241,1651,500.0,6,45
3682,41,23,3.3,14,1517,200.0,5,72
3683,2,69,3.7,32,1451,100.0,1,41
3684,32,24,3.4,133,135,1000.0,1,34
3685,42,69,3.5,67,2453,300.0,3,28
3686,36,23,3.3,16,1594,600.0,6,6
3687,71,23,3.2,6,1581,500.0,1,100
3688,90,5,4.0,84,1069,1950.0,1,76
3689,24,23,3.4,31,1581,550.0,1,26
3690,68,69,3.3,93,985,300.0,3,45
3691,84,69,3.5,39,2161,300.0,5,34
3692,26,23,3.8,214,1581,700.0,6,48
3693,28,24,3.7,100,1594,1300.0,1,27
3694,2,14,3.9,232,338,500.0,1,44
3695,45,23,3.1,13,2099,400.0,3,39
3696,84,23,3.0,4,1581,500.0,6,75
3697,5,76,3.6,33,1451,200.0,1,49
3698,39,69,0.0,0,1517,250.0,3,0
3699,89,69,3.6,43,2494,100.0,3,64
3700,78,69,3.5,56,516,250.0,5,48
3701,41,69,2.9,251,479,400.0,1,39
3702,5,34,3.6,141,2211,0.0,1,44
3703,68,23,3.8,252,2009,1200.0,1,47
3704,32,69,3.8,89,2352,250.0,6,47
3705,41,23,3.5,23,151,750.0,6,49
3706,90,3,3.9,203,108,400.0,1,59
3707,41,69,3.4,25,874,200.0,3,88
3708,94,23,0.0,0,219,1000.0,5,0
3709,45,69,3.6,30,2313,450.0,6,34
3710,45,0,3.4,10,93,300.0,6,80
3711,9,69,3.4,19,2224,400.0,6,79
3712,37,69,0.0,0,1326,450.0,6,0
3713,58,23,2.8,19,1581,1100.0,6,90
3714,67,69,3.1,6,985,100.0,3,83
3715,66,12,3.2,8,2535,200.0,5,25
3716,2,35,2.5,14,1170,300.0,1,14
3717,56,69,3.7,105,865,400.0,1,75
3718,24,23,3.4,35,639,400.0,1,55
3719,13,69,3.8,196,1954,650.0,1,28
3720,78,69,3.5,295,1003,500.0,5,17
3721,75,23,3.7,88,1405,650.0,5,34
3722,2,23,3.3,81,1581,450.0,3,21
3723,92,23,3.4,226,1783,500.0,1,23
3724,16,23,3.5,21,1581,600.0,1,47
3725,32,24,2.9,378,1640,1500.0,7,12
3726,93,24,3.6,220,2522,700.0,1,41
3727,31,34,0.0,0,256,0.0,5,0
3728,51,23,3.6,25,1685,1200.0,6,80
3729,36,10,0.0,0,168,300.0,5,0
3730,94,34,0.0,0,262,0.0,5,0
3731,45,69,3.5,0,865,200.0,3,0
3732,4,80,0.0,0,479,0.0,5,0
3733,31,69,0.0,0,1863,350.0,5,0
3734,45,69,0.0,0,515,200.0,5,0
3735,6,69,0.0,0,579,250.0,1,0
3736,45,69,0.0,0,479,250.0,5,0
3737,45,69,0.0,0,1326,100.0,3,0
3738,93,69,0.0,0,1326,300.0,3,0
3739,94,69,0.0,0,865,250.0,5,0
3740,31,69,3.7,66,1767,550.0,6,54
3741,94,69,3.0,6,2233,250.0,1,49
3742,94,75,3.7,49,2502,400.0,3,88
3743,68,69,3.9,200,2463,100.0,3,85
3744,61,23,3.4,23,1365,500.0,6,87
3745,9,14,3.5,25,388,200.0,3,96
3746,51,69,3.3,9,2157,250.0,3,22
3747,2,35,3.7,44,830,200.0,5,84
3748,41,34,3.4,18,1517,0.0,5,100
3749,32,69,3.2,7,1581,600.0,1,86
3750,68,23,3.5,13,2318,600.0,6,77
3751,50,69,3.2,7,1517,500.0,6,100
3752,41,69,0.0,0,479,400.0,3,0
3753,79,69,0.0,0,1326,100.0,6,0
3754,67,69,0.0,0,1326,200.0,5,0
3755,93,69,3.1,8,865,200.0,3,62
3756,93,69,2.7,8,2122,500.0,3,36
3757,41,69,0.0,0,1555,250.0,3,0
3758,91,23,2.8,30,2151,600.0,1,30
3759,41,69,3.8,21,479,250.0,5,86
3760,2,34,3.3,6,1517,0.0,5,33
3761,32,69,3.7,17,1648,400.0,5,58
3762,53,69,3.7,17,874,250.0,3,64
3763,32,69,0.0,0,2539,150.0,6,0
3764,22,69,3.6,30,1047,200.0,5,87
3765,13,69,3.0,6,874,400.0,3,49
3766,92,34,0.0,0,168,0.0,5,0
3767,37,14,0.0,0,390,200.0,3,0
3768,84,69,0.0,0,865,250.0,6,0
3769,45,69,0.0,0,2406,350.0,3,0
3770,31,69,3.3,9,1554,400.0,5,100
3771,42,80,0.0,0,1263,0.0,3,0
3772,97,69,3.0,6,2463,200.0,3,66
3773,67,47,0.0,0,946,350.0,3,0
3774,31,35,3.3,10,830,200.0,6,100
3775,31,69,0.0,0,2409,250.0,6,0
3776,68,69,0.0,0,479,350.0,3,0
3777,94,24,3.9,47,1863,1100.0,1,69
3778,41,69,3.0,5,479,300.0,5,80
3779,75,80,3.1,6,1007,0.0,3,100
3780,32,14,3.8,66,338,400.0,6,60
3781,36,69,3.3,14,1581,400.0,5,72
3782,25,14,3.1,6,338,400.0,5,100
3783,13,69,0.0,0,479,300.0,5,0
3784,93,69,3.0,9,2376,200.0,3,33
3785,75,69,3.3,9,2099,400.0,3,45
3786,2,23,3.2,36,2085,600.0,6,50
3787,0,23,2.9,112,1326,350.0,3,45
3788,42,69,3.4,26,2463,100.0,3,54
3789,84,69,2.9,8,1470,250.0,9,62
3790,77,23,2.8,62,1326,900.0,6,27
3791,41,23,3.4,21,1581,500.0,3,80
3792,45,69,3.2,33,1365,500.0,6,31
3793,90,69,3.3,135,80,450.0,6,67
3794,22,69,3.3,12,1412,500.0,6,33
3795,22,35,4.0,87,1164,300.0,3,48
3796,59,23,3.2,36,579,550.0,3,57
3797,91,69,2.6,19,1254,300.0,1,37
3798,35,69,3.7,53,2159,400.0,5,26
3799,54,34,2.9,101,1677,0.0,5,34
3800,90,23,3.2,9,2110,800.0,6,67
3801,94,78,3.9,116,1451,200.0,3,59
3802,42,58,3.2,99,1724,1400.0,1,46
3803,61,14,3.7,120,338,300.0,3,31
3804,59,69,2.8,130,579,400.0,6,31
3805,91,69,3.2,21,1326,500.0,6,53
3806,38,23,2.9,4,1581,500.0,6,0
3807,11,23,3.6,18,1326,400.0,5,66
3808,42,69,3.4,35,1736,800.0,1,40
3809,38,23,3.6,22,1367,600.0,6,53
3810,13,69,3.9,101,2016,400.0,1,49
3811,67,69,3.5,126,1707,550.0,5,41
3812,2,0,3.5,16,93,400.0,5,37
3813,68,69,3.5,32,1326,400.0,6,50
3814,70,69,3.6,95,1718,600.0,6,47
3815,82,23,3.8,58,1326,400.0,6,45
3816,45,24,3.5,82,1767,1500.0,1,40
3817,13,23,3.7,61,1803,700.0,6,40
3818,26,69,3.7,39,874,500.0,3,40
3819,2,23,3.1,12,1581,450.0,5,50
3820,35,76,3.7,22,1442,150.0,1,41
3821,90,23,3.6,34,1581,450.0,1,71
3822,76,69,3.1,17,1736,350.0,6,46
3823,32,45,3.6,30,1517,2500.0,1,57
3824,16,69,3.6,42,1375,500.0,6,61
3825,32,23,3.3,492,1581,800.0,6,34
3826,84,23,3.6,53,2330,400.0,6,45
3827,5,23,3.6,132,1736,500.0,6,71
3828,92,69,3.6,77,1433,500.0,6,57
3829,5,54,3.7,539,2185,250.0,5,32
3830,41,69,3.6,132,579,400.0,7,52
3831,34,50,3.2,6,479,300.0,3,66
3832,42,69,4.2,91,1047,250.0,6,45
3833,44,2,3.9,75,102,500.0,1,54
3834,75,69,3.3,20,1326,350.0,3,40
3835,13,5,3.8,67,1069,800.0,1,44
3836,80,23,3.1,12,1707,500.0,2,17
3837,38,23,0.0,0,1581,750.0,1,0
3838,98,60,3.5,28,1581,350.0,5,21
3839,45,72,3.8,256,2469,250.0,5,30
3840,98,43,3.3,78,1581,300.0,6,26
3841,90,21,3.9,590,409,600.0,1,39
3842,84,23,3.4,20,1581,700.0,6,50
3843,91,23,2.5,36,1666,900.0,6,8
3844,90,24,3.7,198,1513,1200.0,7,26
3845,91,23,3.5,128,1767,700.0,8,28
3846,35,23,3.4,54,2047,1500.0,1,22
3847,5,23,3.4,110,1767,900.0,1,32
3848,20,23,3.5,217,964,500.0,3,22
3849,12,23,3.4,33,1189,2000.0,1,30
3850,45,23,2.7,61,1736,1200.0,8,23
3851,2,79,3.4,29,1451,0.0,5,10
3852,33,10,3.9,65,1252,150.0,5,50
3853,26,80,3.8,69,2333,0.0,1,72
3854,26,23,3.3,13,1517,400.0,5,39
3855,67,2,3.9,121,102,200.0,5,78
3856,52,0,3.9,57,93,100.0,5,55
3857,66,23,3.1,22,1581,650.0,1,40
3858,16,69,2.8,13,1707,400.0,6,31
3859,50,69,0.0,0,2463,150.0,3,0
3860,51,23,3.5,36,1911,1000.0,6,28
3861,94,69,3.5,79,2474,250.0,5,29
3862,31,23,3.6,160,2106,700.0,1,33
3863,94,69,3.8,180,1326,500.0,6,54
3864,95,23,3.7,144,27,600.0,1,53
3865,94,69,0.0,0,1552,400.0,6,0
3866,15,69,3.0,44,2198,500.0,3,42
3867,67,23,3.6,124,1581,500.0,1,45
3868,94,34,3.2,5,1594,0.0,5,100
3869,37,69,3.5,22,1871,400.0,6,100
3870,84,69,3.1,4,2463,200.0,5,100
3871,73,69,3.1,20,200,300.0,3,45
3872,61,69,4.3,103,2463,250.0,3,69
3873,51,23,3.8,69,1581,1200.0,3,43
3874,90,69,3.9,232,1396,200.0,3,40
3875,68,23,3.6,39,1781,800.0,1,59
3876,93,69,3.8,108,256,500.0,6,70
3877,37,23,3.5,113,1517,500.0,3,52
3878,60,24,4.1,588,2086,1000.0,1,50
3879,75,69,3.5,62,2113,400.0,1,36
3880,36,69,3.7,58,1954,700.0,6,58
3881,64,69,3.5,36,2236,200.0,3,59
3882,59,80,3.5,24,573,0.0,5,100
3883,44,45,3.7,98,1249,4500.0,1,33
3884,9,23,3.5,94,2118,500.0,5,33
3885,53,69,3.6,492,267,550.0,3,36
3886,90,69,3.9,169,1581,600.0,3,74
3887,36,41,0.0,0,820,400.0,3,0
3888,45,23,3.6,97,533,600.0,1,30
3889,5,24,3.9,565,696,1000.0,1,30
3890,22,23,3.4,86,1938,1000.0,1,27
3891,2,23,3.3,87,656,700.0,5,27
3892,13,23,3.7,93,2106,550.0,7,20
3893,6,23,2.8,17,1581,750.0,1,12
3894,37,23,3.8,483,1517,450.0,5,30
3895,93,14,3.4,11,388,400.0,3,91
3896,15,23,3.2,9,1581,700.0,6,100
3897,31,34,0.0,0,1708,0.0,5,0
3898,32,69,0.0,0,1581,300.0,3,0
3899,31,69,0.0,0,2351,200.0,3,0
3900,68,69,0.0,0,1365,300.0,6,0
3901,21,79,0.0,0,1517,0.0,3,0
3902,77,69,0.0,0,1990,500.0,6,0
3903,6,80,0.0,0,479,0.0,3,0
3904,17,80,0.0,0,2239,0.0,5,0
3905,36,63,0.0,0,2181,100.0,3,0
3906,92,34,0.0,0,1019,0.0,5,0
3907,31,34,3.2,0,2013,0.0,5,0
3908,36,34,0.0,0,2425,0.0,6,0
3909,7,23,0.0,0,1594,600.0,3,0
3910,83,69,0.0,0,2351,100.0,5,0
3911,41,69,0.0,0,2288,300.0,6,0
3912,84,69,0.0,0,2463,200.0,3,0
3913,45,0,0.0,0,102,500.0,5,0
3914,77,69,0.0,0,1365,300.0,6,0
3915,36,69,0.0,0,1059,350.0,3,0
3916,11,69,0.0,0,1581,400.0,6,0
3917,33,69,0.0,0,874,350.0,6,0
3918,84,69,0.0,0,1517,400.0,5,0
3919,17,69,0.0,0,2463,100.0,3,0
3920,58,69,0.0,0,1489,250.0,3,0
3921,98,10,0.0,0,186,150.0,5,0
3922,45,69,2.9,8,874,300.0,5,49
3923,20,14,0.0,0,468,250.0,6,0
3924,9,0,3.7,45,106,300.0,3,89
3925,45,34,0.0,0,479,0.0,5,0
3926,71,69,0.0,0,638,400.0,3,0
3927,21,23,3.2,21,579,1000.0,6,53
3928,45,34,3.9,117,685,0.0,3,44
3929,86,71,3.2,9,676,400.0,6,34
3930,42,80,3.3,19,1581,0.0,2,73
3931,84,0,0.0,0,102,300.0,5,0
3932,32,69,3.6,31,1581,400.0,3,84
3933,45,69,3.2,5,874,400.0,6,40
3934,59,7,3.5,101,1895,1400.0,6,60
3935,90,23,3.6,46,1326,550.0,5,74
3936,0,69,3.6,35,2234,150.0,3,65
3937,32,69,3.0,16,1717,550.0,3,44
3938,45,69,3.7,23,629,300.0,5,70
3939,84,23,3.7,83,630,650.0,1,64
3940,91,69,3.3,11,264,400.0,5,82
3941,5,80,0.0,0,1517,0.0,3,0
3942,45,34,3.3,10,1364,0.0,5,100
3943,24,69,0.0,0,528,600.0,5,0
3944,98,69,3.0,4,515,250.0,5,100
3945,42,69,3.3,13,0,500.0,3,76
3946,42,69,2.8,4,903,300.0,3,50
3947,13,23,3.2,5,2387,500.0,1,100
3948,93,69,2.9,7,865,300.0,5,86
3949,75,0,0.0,0,93,400.0,3,0
3950,54,34,2.9,11,2099,0.0,1,55
3951,17,69,0.0,0,1464,100.0,3,0
3952,17,14,3.5,19,430,400.0,3,100
3953,5,69,0.0,0,2351,300.0,6,0
3954,41,34,3.5,20,517,0.0,3,100
3955,63,69,3.6,22,865,200.0,3,91
3956,84,80,0.0,0,479,0.0,5,0
3957,75,69,0.0,0,1326,250.0,3,0
3958,84,69,0.0,0,2351,100.0,3,0
3959,92,34,0.0,0,1855,0.0,5,0
3960,69,34,3.4,10,614,0.0,5,70
3961,5,69,3.5,32,2463,200.0,6,75
3962,68,69,3.2,5,2453,450.0,6,80
3963,36,69,3.4,16,1736,500.0,9,88
3964,66,69,0.0,0,1326,300.0,6,0
3965,68,23,0.0,0,1367,500.0,5,0
3966,92,69,0.0,0,1326,250.0,6,0
3967,20,14,3.5,57,338,400.0,6,54
3968,63,69,3.6,33,176,200.0,3,55
3969,32,23,3.6,81,1752,500.0,6,63
3970,78,80,2.9,15,1301,0.0,3,66
3971,96,80,3.2,11,264,0.0,5,100
3972,71,69,3.5,28,591,400.0,3,39
3973,4,69,3.1,9,2249,400.0,6,33
3974,37,69,3.6,49,2476,350.0,6,53
3975,93,7,3.6,85,2178,1300.0,6,69
3976,83,69,3.6,44,1326,200.0,5,52
3977,82,23,3.4,15,1326,500.0,1,54
3978,67,80,2.9,6,2157,0.0,6,33
3979,5,69,3.5,22,2476,200.0,6,77
3980,45,23,3.9,316,1648,700.0,6,56
3981,32,23,3.8,601,39,600.0,1,42
3982,13,69,3.5,73,1114,400.0,1,46
3983,41,35,4.0,271,1167,400.0,6,46
3984,17,69,3.3,34,285,650.0,6,18
3985,68,69,3.5,229,2419,550.0,6,35
3986,41,24,3.5,83,2178,1200.0,6,36
3987,96,50,3.6,33,1489,400.0,5,49
3988,84,69,3.2,19,2375,200.0,5,21
3989,45,23,3.5,87,1931,400.0,6,52
3990,45,80,3.4,15,2079,0.0,5,53
3991,84,23,3.6,85,723,800.0,6,51
3992,75,69,3.3,18,2463,150.0,5,17
3993,68,69,2.8,19,1517,200.0,1,5
3994,42,23,3.5,49,1736,800.0,1,54
3995,84,23,3.6,63,1326,400.0,1,43
3996,45,69,3.5,27,1517,400.0,5,44
3997,75,69,3.4,46,1326,500.0,5,31
3998,31,23,3.4,16,1717,900.0,1,43
3999,5,69,3.6,100,2377,400.0,5,28
4000,59,23,3.4,174,1326,800.0,1,32
4001,73,69,3.7,65,1326,150.0,6,58
4002,16,24,3.6,31,2028,900.0,1,55
4003,5,69,3.6,134,544,700.0,5,43
4004,93,14,4.0,222,401,450.0,6,68
4005,25,69,3.8,71,2463,100.0,5,49
4006,84,69,3.6,61,1517,300.0,5,53
4007,51,57,3.4,26,1609,1000.0,6,43
4008,23,69,3.7,155,894,450.0,6,41
4009,31,34,3.0,6,2174,0.0,5,17
4010,6,69,3.5,32,1581,500.0,1,63
4011,16,23,3.2,9,1581,650.0,1,45
4012,5,69,3.4,39,2476,250.0,1,61
4013,93,69,3.5,13,2463,150.0,5,69
4014,6,23,3.4,63,938,1000.0,1,37
4015,31,24,3.5,64,1728,1100.0,7,30
4016,29,23,3.8,99,1662,900.0,1,46
4017,98,69,3.7,89,1517,300.0,3,42
4018,45,69,3.6,71,2393,150.0,3,35
4019,86,23,3.0,72,2099,550.0,1,22
4020,7,69,3.1,25,1408,500.0,1,40
4021,32,69,3.4,92,1581,450.0,7,44
4022,75,69,3.4,26,1951,200.0,5,42
4023,20,23,3.8,163,1380,800.0,1,28
4024,24,23,3.6,33,2106,500.0,5,30
4025,39,69,3.7,130,479,350.0,9,32
4026,75,69,3.5,33,1365,350.0,5,64
4027,45,69,3.1,12,1581,250.0,5,50
4028,61,23,2.9,170,2107,500.0,1,17
4029,2,15,3.6,260,342,400.0,1,21
4030,35,69,3.7,47,985,300.0,5,43
4031,44,69,3.3,292,1307,450.0,1,27
4032,44,24,3.7,299,1686,1500.0,1,46
4033,26,19,3.8,525,391,600.0,6,24
4034,0,21,3.9,176,874,200.0,5,48
4035,6,23,3.8,96,1326,400.0,1,34
4036,32,24,3.7,66,1581,850.0,6,38
4037,5,23,2.3,196,1411,800.0,1,11
4038,9,69,3.2,46,1007,400.0,5,28
4039,29,69,3.6,39,555,500.0,6,36
4040,37,80,3.8,63,2463,0.0,3,58
4041,23,23,2.8,106,1767,750.0,6,23
4042,51,23,3.2,4,1648,1400.0,6,100
4043,94,7,4.0,683,810,1300.0,1,59
4044,45,35,3.5,43,306,400.0,6,53
4045,26,41,3.8,89,1168,400.0,1,88
4046,26,80,3.3,55,865,0.0,5,52
4047,36,69,3.0,15,1365,400.0,3,67
4048,31,69,3.4,59,1581,450.0,5,49
4049,51,23,3.4,23,1185,700.0,3,100
4050,17,69,3.5,21,883,300.0,3,95
4051,36,80,0.0,0,520,0.0,6,0
4052,45,69,3.4,18,2075,300.0,6,50
4053,31,69,3.3,183,2351,400.0,1,24
4054,79,23,3.5,40,1367,700.0,1,37
4055,6,57,3.5,207,1687,1500.0,6,40
4056,84,23,3.6,27,1400,350.0,5,56
4057,44,14,4.0,109,427,700.0,1,53
4058,26,80,3.2,6,2333,0.0,5,83
4059,58,23,3.6,71,579,700.0,6,43
4060,56,23,3.9,149,1591,900.0,1,33
4061,36,69,3.1,7,1581,450.0,6,57
4062,9,35,3.4,12,1158,200.0,3,84
4063,57,69,3.9,42,2477,300.0,3,62
4064,9,76,3.3,12,1442,400.0,3,92
4065,76,69,0.0,0,2212,600.0,6,0
4066,90,23,3.3,73,1517,1500.0,1,18
4067,9,69,3.6,102,2519,150.0,5,32
4069,59,23,3.5,258,1581,500.0,1,31
4070,45,69,3.7,215,1903,500.0,3,40
4071,24,23,2.8,102,1153,600.0,1,28
4072,65,23,3.1,12,1783,500.0,1,50
4073,67,23,3.6,100,1736,650.0,6,35
4074,45,34,0.0,0,865,0.0,5,0
4075,75,69,4.3,160,2375,300.0,5,58
4076,83,24,3.5,51,636,1300.0,1,39
4077,92,80,3.2,5,1517,0.0,5,100
4078,52,69,3.3,9,639,400.0,5,89
4079,67,23,4.1,253,162,600.0,6,66
4080,44,23,3.6,287,783,700.0,1,31
4081,69,80,4.3,24,200,0.0,5,84
4082,12,23,3.3,47,1767,1200.0,1,23
4083,97,23,3.4,29,1358,750.0,1,21
4084,45,7,3.5,83,1581,1000.0,1,28
4085,77,23,3.4,37,1970,700.0,1,53
4086,45,23,3.5,25,625,1000.0,1,40
4087,17,23,3.5,57,1581,550.0,8,33
4088,41,24,3.3,33,1767,500.0,1,21
4089,32,23,3.4,204,2391,750.0,8,14
4090,84,34,3.1,6,1273,0.0,5,66
4091,94,69,2.9,9,200,200.0,3,45
4092,16,34,0.0,0,1855,0.0,1,0
4093,31,69,3.2,6,2157,250.0,3,100
4094,9,34,0.0,0,1517,0.0,5,0
4095,50,34,0.0,0,479,0.0,5,0
4096,94,80,0.0,0,1517,0.0,3,0
4097,36,34,0.0,0,218,0.0,5,0
4098,60,0,0.0,0,102,350.0,5,0
4099,92,69,0.0,0,479,500.0,5,0
4100,61,69,0.0,0,1326,200.0,3,0
4101,80,69,0.0,0,874,200.0,3,0
4102,97,69,3.0,5,579,250.0,3,80
4103,63,69,0.0,0,1063,200.0,3,0
4104,68,11,0.0,0,183,200.0,3,0
4105,52,69,3.2,6,2463,100.0,3,50
4106,82,23,3.3,7,1365,600.0,6,71
4107,90,69,3.7,165,1317,700.0,1,56
4108,44,69,3.4,67,2463,350.0,3,36
4109,41,23,3.4,76,1247,800.0,1,42
4110,37,69,3.3,13,865,300.0,3,92
4111,36,69,2.9,11,1185,400.0,3,46
4112,26,14,3.6,65,463,800.0,5,39
4113,53,69,3.2,34,1551,150.0,3,61
4114,72,35,3.6,33,1159,300.0,3,88
4115,64,69,3.3,10,2351,250.0,3,90
4116,84,69,0.0,0,2463,300.0,5,0
4117,5,80,0.0,0,2489,0.0,5,0
4118,28,14,0.0,0,338,250.0,3,0
4119,13,69,0.0,0,576,600.0,5,0
4120,68,4,0.0,0,122,250.0,3,0
4121,36,69,3.3,12,2463,100.0,5,59
4122,93,69,3.0,8,2463,150.0,5,74
4123,41,69,3.2,5,1326,150.0,3,60
4124,69,34,3.7,19,1517,0.0,9,84
4125,31,69,2.6,34,488,300.0,1,73
4126,5,27,3.1,15,1336,800.0,6,73
4127,16,69,3.2,8,1148,300.0,6,100
4128,16,0,3.2,5,93,300.0,6,100
4129,65,69,3.0,4,2221,250.0,5,75
4130,0,24,3.4,25,2137,600.0,6,88
4131,51,23,0.0,0,1334,500.0,6,0
4132,74,34,3.6,40,77,0.0,1,92
4133,94,69,3.3,11,579,550.0,3,91
4134,45,34,3.1,5,865,0.0,5,100
4135,17,23,0.0,0,1863,600.0,3,0
4136,45,69,3.3,12,479,400.0,1,84
4137,90,34,0.0,0,2297,0.0,5,0
4138,65,34,0.0,0,1278,0.0,5,0
4139,31,80,0.0,0,1393,0.0,5,0
4140,50,69,0.0,0,988,250.0,3,0
4141,93,34,0.0,0,1517,0.0,5,0
4142,18,34,0.0,0,1517,0.0,3,0
4143,32,80,3.1,7,1517,0.0,5,86
4144,73,69,3.1,7,2157,250.0,6,72
4145,32,23,0.0,0,1849,1200.0,6,0
4146,6,69,3.1,5,2555,450.0,6,100
4147,58,69,0.0,0,865,350.0,3,0
4148,84,69,3.3,9,200,300.0,3,100
4149,31,69,3.3,11,2463,150.0,5,55
4150,35,47,3.5,16,642,450.0,3,69
4151,61,14,3.2,13,874,350.0,6,76
4152,98,69,3.4,20,1932,700.0,3,100
4153,44,80,3.7,15,2287,0.0,1,73
4154,90,69,3.8,48,1124,400.0,3,96
4155,91,69,2.8,7,1329,150.0,3,86
4156,84,69,3.6,90,1365,400.0,6,51
4157,48,23,2.9,23,1814,500.0,6,57
4158,84,69,3.5,32,2351,300.0,5,44
4159,32,69,2.7,16,2463,100.0,5,37
4160,50,23,3.3,19,1326,500.0,5,63
4161,45,14,3.7,34,412,500.0,6,59
4162,74,50,0.0,0,2463,100.0,3,0
4163,2,69,3.1,27,2504,250.0,5,30
4164,80,0,3.2,47,93,200.0,5,36
4165,67,69,3.2,20,2247,250.0,6,50
4166,5,69,4.0,69,1136,400.0,5,79
4167,84,69,3.3,23,479,500.0,6,47
4168,5,14,2.8,42,452,800.0,6,51
4169,93,69,3.4,30,1396,200.0,3,67
4170,42,35,3.6,21,830,150.0,6,38
4171,94,69,3.4,63,1952,500.0,3,63
4172,44,14,3.9,94,388,700.0,6,53
4173,7,69,2.7,23,2413,500.0,1,52
